order_id,region,category,sales,discount,quantity,order_date,delivery_date,customer_type,payment_mode,profit,city,New_Column,Net_Reveune,,,
ORD103616,East,Personal Care,1671.85,0.2,6,4/18/2024,4/23/2024,Regular,Card,109.77,Bangalore,334.37,1337.48,,,
ORD103617,South,Clothing,4103.81,0.33,8,6/23/2023,6/30/2023,New,Card,982.94,Chennai,1354.2573,2749.5527,,,
ORD103618,North,Home Care,3516.33,0.48,9,9/15/2024,9/17/2024,New,Card,738.46,Delhi,1687.8384,1828.4916,,,
ORD103619,North,Home Care,4638.25,0.26,6,1/26/2024,02-01-2024,Regular,UPI,1068.18,Pune,1205.945,3432.305,,,
ORD103620,South,Clothing,3588.48,0.47,3,4/15/2023,4/19/2023,New,UPI,423.29,Bangalore,1686.5856,1901.8944,,,
ORD103621,South,Personal Care,2110.52,0.32,6,03-03-2023,03-05-2023,Regular,Card,318.34,Bangalore,675.3664,1435.1536,,,
ORD103622,West,Clothing,153.37,0.24,4,01-07-2023,1/14/2023,New,Cash,29.66,Chennai,36.8088,116.5612,,,
ORD103623,West,Electronics,3985.29,0.32,4,06-10-2024,6/16/2024,Member,Cash,957.61,Delhi,1275.2928,2709.9972,,,
ORD103624,West,Grocery,2101.48,0.3,7,05-05-2023,05-11-2023,New,UPI,272.5,Bangalore,630.444,1471.036,,,
ORD103625,South,Grocery,3386.11,0.21,6,6/15/2024,6/20/2024,Member,UPI,512.55,Mumbai,711.0831,2675.0269,,,
ORD103626,South,Personal Care,614.83,0.28,8,01-03-2024,01-06-2024,New,Card,113.19,Hyderabad,172.1524,442.6776,,,
ORD103627,East,Clothing,4465.75,0.35,8,11-06-2023,11-12-2023,Member,Card,230.3,Mumbai,1563.0125,2902.7375,,,
ORD103628,West,Home Care,2234.72,0.42,3,03-09-2024,3/16/2024,New,Cash,584.92,Bangalore,938.5824,1296.1376,,,
ORD103629,West,Home Care,4606.49,0.15,4,8/29/2024,8/30/2024,Member,UPI,948.93,Chennai,690.9735,3915.5165,,,
ORD103630,West,Home Care,3564.39,0.01,2,03-08-2024,03-11-2024,New,UPI,251.63,Chennai,35.6439,3528.7461,,,
ORD103631,North,Electronics,695.17,0.28,1,9/16/2023,9/19/2023,Regular,Card,96.18,Hyderabad,194.6476,500.5224,,,
ORD103632,East,Electronics,2938.06,0.24,7,09-10-2024,09-11-2024,New,Card,278.46,Chennai,705.1344,2232.9256,,,
ORD103633,West,Home Care,4558.68,0.03,8,3/23/2024,3/26/2024,Member,Cash,273.22,Delhi,136.7604,4421.9196,,,
ORD103634,West,Personal Care,4019.86,0.32,8,09-04-2023,09-10-2023,Regular,UPI,513.61,Mumbai,1286.3552,2733.5048,,,
ORD103635,West,Electronics,2148.1,0.47,6,07-11-2024,7/14/2024,Regular,Card,576.25,Pune,1009.607,1138.493,,,
ORD103636,North,Electronics,4779.82,0.2,7,03-11-2024,3/13/2024,Member,Card,319.49,Bangalore,955.964,3823.856,,,
ORD103637,North,Grocery,1416.02,0.45,8,02-06-2023,02-10-2023,Regular,Cash,381.37,Delhi,637.209,778.811,,,
ORD103638,South,Grocery,1938.03,0.41,4,9/28/2024,9/29/2024,Member,UPI,202.61,Delhi,794.5923,1143.4377,,,
ORD103639,East,Personal Care,3773.6,0.08,8,03-01-2023,03-03-2023,Regular,Cash,1089.93,Chennai,301.888,3471.712,,,
ORD103640,South,Electronics,1241.23,0.39,6,03-07-2024,3/13/2024,New,Cash,130.23,Hyderabad,484.0797,757.1503,,,
ORD103641,East,Electronics,2625.33,0.26,7,2/18/2024,2/23/2024,Member,Cash,693.08,Bangalore,682.5858,1942.7442,,,
ORD103642,North,Clothing,3671.07,0.46,7,08-04-2023,08-06-2023,Regular,Cash,1025.74,Delhi,1688.6922,1982.3778,,,
ORD103643,West,Personal Care,3255.44,0.09,8,8/31/2024,09-02-2024,Regular,Cash,913.24,Mumbai,292.9896,2962.4504,,,
ORD103644,South,Personal Care,861.31,0.06,5,5/18/2023,5/21/2023,Member,Card,69.71,Pune,51.6786,809.6314,,,
ORD103645,West,Clothing,3185.34,0.12,2,11/23/2023,11/27/2023,Member,Cash,693.67,Bangalore,382.2408,2803.0992,,,
ORD103646,South,Clothing,2906.28,0.03,8,01-02-2023,01-04-2023,Member,UPI,743.56,Delhi,87.1884,2819.0916,,,
ORD103647,North,Grocery,2833.44,0.16,1,08-06-2024,08-11-2024,Regular,Cash,662.98,Delhi,453.3504,2380.0896,,,
ORD103648,North,Personal Care,4147.63,0.14,2,05-10-2024,5/13/2024,Regular,Cash,698.34,Mumbai,580.6682,3566.9618,,,
ORD103649,North,Personal Care,1001.09,0.21,5,04-12-2024,4/19/2024,New,UPI,285.65,Bangalore,210.2289,790.8611,,,
ORD103650,South,Clothing,3782.67,0.23,4,8/14/2023,8/16/2023,Member,Card,359.18,Delhi,870.0141,2912.6559,,,
ORD103651,East,Home Care,3828.54,0.07,2,8/27/2023,09-03-2023,New,UPI,1031.4,Pune,267.9978,3560.5422,,,
ORD103652,South,Home Care,3640.96,0.31,4,6/23/2023,6/28/2023,Member,Card,401.51,Pune,1128.6976,2512.2624,,,
ORD103653,East,Grocery,2579.24,0.11,7,01-08-2024,01-09-2024,Regular,Card,419.48,Pune,283.7164,2295.5236,,,
ORD103654,South,Home Care,2038.14,0.06,5,6/18/2023,6/24/2023,Member,Card,337.59,Hyderabad,122.2884,1915.8516,,,
ORD103655,South,Home Care,2033.92,0.35,4,01-04-2023,01-06-2023,New,UPI,248.86,Bangalore,711.872,1322.048,,,
ORD103656,North,Home Care,3695.66,0.01,2,8/21/2024,8/22/2024,New,Cash,447.28,Pune,36.9566,3658.7034,,,
ORD103657,West,Electronics,2539.69,0.18,2,1/27/2024,1/28/2024,Regular,Cash,364.17,Chennai,457.1442,2082.5458,,,
ORD103658,West,Grocery,1758.33,0.07,1,06-05-2024,06-10-2024,New,UPI,93.61,Hyderabad,123.0831,1635.2469,,,
ORD103659,East,Clothing,3164.8,0.44,6,5/26/2024,5/29/2024,New,UPI,349.68,Pune,1392.512,1772.288,,,
ORD103660,West,Home Care,4201.36,0.41,6,4/23/2023,4/27/2023,Regular,Card,1209.18,Bangalore,1722.5576,2478.8024,,,
ORD103661,South,Electronics,401.39,0.03,4,04-12-2023,4/16/2023,New,Cash,92.23,Hyderabad,12.0417,389.3483,,,
ORD103662,South,Home Care,4863.47,0.28,9,5/31/2024,06-02-2024,Regular,Cash,783.84,Mumbai,1361.7716,3501.6984,,,
ORD103663,North,Electronics,573.59,0.15,4,3/15/2023,3/21/2023,Regular,UPI,28.82,Chennai,86.0385,487.5515,,,
ORD103664,North,Grocery,2607.52,0.1,3,8/24/2024,8/29/2024,New,Cash,591.97,Delhi,260.752,2346.768,,,
ORD103665,West,Home Care,2845.03,0.16,9,4/23/2023,4/24/2023,Regular,UPI,492.85,Pune,455.2048,2389.8252,,,
ORD103666,East,Electronics,777.23,0.41,1,3/21/2023,3/23/2023,Member,Cash,166.38,Mumbai,318.6643,458.5657,,,
ORD103667,West,Personal Care,4586.41,0.03,2,9/24/2024,9/27/2024,Regular,Cash,681.46,Hyderabad,137.5923,4448.8177,,,
ORD103668,West,Personal Care,2410.19,0.32,1,3/18/2024,3/24/2024,New,UPI,120.98,Chennai,771.2608,1638.9292,,,
ORD103669,West,Electronics,801.29,0.46,7,3/17/2024,3/23/2024,Member,UPI,156.98,Delhi,368.5934,432.6966,,,
ORD103670,West,Home Care,3586.9,0.22,1,02-11-2024,2/15/2024,Member,Card,886.27,Delhi,789.118,2797.782,,,
ORD103671,South,Home Care,3350.68,0.45,1,11/13/2023,11/19/2023,Member,UPI,349,Hyderabad,1507.806,1842.874,,,
ORD103672,East,Grocery,4818.04,0.45,6,10-11-2023,10/15/2023,Member,UPI,1039.13,Pune,2168.118,2649.922,,,
ORD103673,South,Grocery,2263.43,0.3,6,5/26/2023,5/27/2023,Regular,Card,312.08,Delhi,679.029,1584.401,,,
ORD103674,East,Clothing,1412.2,0.23,5,7/23/2024,7/29/2024,Regular,Card,364.76,Pune,324.806,1087.394,,,
ORD103675,North,Grocery,393.97,0.37,4,11-11-2024,11/13/2024,Regular,Card,62.82,Pune,145.7689,248.2011,,,
ORD103676,West,Home Care,3692.3,0.46,8,12/15/2024,12/21/2024,New,Card,242.48,Chennai,1698.458,1993.842,,,
ORD103677,South,Clothing,3124.66,0.34,3,05-08-2024,05-10-2024,New,Cash,569.65,Mumbai,1062.3844,2062.2756,,,
ORD103678,East,Grocery,4865.79,0.1,1,8/13/2024,8/17/2024,Member,Card,982.45,Chennai,486.579,4379.211,,,
ORD103679,North,Electronics,3589.61,0.41,1,12/19/2023,12/26/2023,New,Cash,466.34,Chennai,1471.7401,2117.8699,,,
ORD103680,North,Personal Care,4672.49,0.48,5,3/14/2023,3/17/2023,Regular,Cash,324.28,Bangalore,2242.7952,2429.6948,,,
ORD103681,West,Grocery,4958.74,0.21,3,09-11-2024,9/16/2024,Regular,Cash,1181.59,Bangalore,1041.3354,3917.4046,,,
ORD103682,East,Grocery,2199.31,0.35,3,10/18/2024,10/24/2024,Regular,Card,407.36,Hyderabad,769.7585,1429.5515,,,
ORD103683,South,Electronics,836.45,0.26,2,04-07-2024,04-08-2024,Regular,Card,85.68,Pune,217.477,618.973,,,
ORD103684,West,Home Care,1059.67,0.06,9,9/17/2023,9/21/2023,Regular,Cash,102.63,Mumbai,63.5802,996.0898,,,
ORD103685,South,Electronics,1660.04,0.17,6,04-11-2023,4/15/2023,Member,Cash,309.58,Delhi,282.2068,1377.8332,,,
ORD103686,North,Grocery,2593.59,0.08,7,10/29/2023,10/31/2023,Regular,UPI,330.45,Mumbai,207.4872,2386.1028,,,
ORD103687,South,Home Care,699.86,0.34,2,06-01-2024,06-02-2024,Regular,UPI,155.93,Hyderabad,237.9524,461.9076,,,
ORD103688,South,Clothing,1578.42,0.29,1,12-05-2023,12-09-2023,Regular,Card,216.55,Delhi,457.7418,1120.6782,,,
ORD103689,West,Grocery,1608.19,0.02,8,02-11-2024,2/15/2024,Member,UPI,269.56,Hyderabad,32.1638,1576.0262,,,
ORD103690,South,Electronics,120.02,0.03,4,8/28/2024,09-03-2024,Regular,UPI,7.79,Pune,3.6006,116.4194,,,
ORD103691,West,Clothing,1835.43,0.13,9,4/30/2023,05-07-2023,New,Card,303.29,Mumbai,238.6059,1596.8241,,,
ORD103692,North,Personal Care,669.15,0.37,9,1/20/2024,1/27/2024,Member,Card,35.15,Chennai,247.5855,421.5645,,,
ORD103693,West,Clothing,2205.59,0.06,4,5/23/2024,5/27/2024,Member,Cash,309.16,Hyderabad,132.3354,2073.2546,,,
ORD103694,West,Electronics,1063.03,0.1,3,12/13/2024,12/19/2024,Regular,UPI,135.6,Bangalore,106.303,956.727,,,
ORD103695,East,Clothing,4128.36,0.45,5,12-01-2024,12-02-2024,Regular,Cash,986.91,Delhi,1857.762,2270.598,,,
ORD103696,South,Electronics,494.57,0.27,6,07-12-2023,7/18/2023,Regular,UPI,119.78,Pune,133.5339,361.0361,,,
ORD103697,North,Grocery,4341.74,0.31,4,2/24/2024,2/28/2024,Member,Cash,671.61,Pune,1345.9394,2995.8006,,,
ORD103698,West,Home Care,2944.58,0.23,1,1/25/2023,1/29/2023,Member,UPI,865.62,Chennai,677.2534,2267.3266,,,
ORD103699,North,Personal Care,2347.34,0.15,7,06-11-2024,6/17/2024,New,Cash,264.12,Pune,352.101,1995.239,,,
ORD103700,East,Home Care,2793.74,0.12,5,5/31/2024,06-02-2024,Regular,Card,255.46,Mumbai,335.2488,2458.4912,,,
ORD103701,South,Home Care,1942.93,0.29,2,5/30/2023,06-02-2023,Regular,Card,492.69,Hyderabad,563.4497,1379.4803,,,
ORD103702,West,Home Care,725.3,0.24,9,04-01-2024,04-06-2024,Regular,Cash,128.76,Bangalore,174.072,551.228,,,
ORD103703,South,Electronics,3852.81,0.2,8,04-06-2024,4/13/2024,Member,Cash,380.77,Mumbai,770.562,3082.248,,,
ORD103704,East,Electronics,4646.77,0.35,7,8/14/2024,8/20/2024,Member,UPI,619.11,Mumbai,1626.3695,3020.4005,,,
ORD103705,East,Personal Care,4755.33,0.2,9,9/30/2024,10-01-2024,Member,Card,350.29,Chennai,951.066,3804.264,,,
ORD103706,North,Electronics,3386.49,0.02,2,9/14/2023,9/19/2023,Member,UPI,758.76,Chennai,67.7298,3318.7602,,,
ORD103707,West,Electronics,2110.7,0.42,3,5/26/2023,5/30/2023,Member,UPI,367.68,Delhi,886.494,1224.206,,,
ORD103708,North,Electronics,2443.96,0.16,9,08-09-2024,08-12-2024,New,Card,466.96,Pune,391.0336,2052.9264,,,
ORD103709,East,Electronics,3319.13,0.47,6,01-11-2023,1/13/2023,Member,UPI,227.64,Delhi,1559.9911,1759.1389,,,
ORD103710,South,Grocery,4133.06,0.44,2,8/26/2024,8/28/2024,Member,Cash,929.23,Chennai,1818.5464,2314.5136,,,
ORD103711,North,Personal Care,1935.38,0.12,6,06-11-2023,06-12-2023,New,Card,238.94,Delhi,232.2456,1703.1344,,,
ORD103712,North,Electronics,4592.23,0.48,5,8/14/2024,8/21/2024,Member,Cash,413.32,Bangalore,2204.2704,2387.9596,,,
ORD103713,South,Personal Care,1688.93,0.43,5,12/14/2024,12/17/2024,New,Card,263.76,Mumbai,726.2399,962.6901,,,
ORD103714,North,Clothing,2701.21,0.49,5,09-11-2023,9/17/2023,Regular,Cash,712.15,Chennai,1323.5929,1377.6171,,,
ORD103715,South,Grocery,4810.67,0.34,2,09-06-2024,9/13/2024,New,Card,687.36,Pune,1635.6278,3175.0422,,,
ORD103716,West,Electronics,4697.17,0.47,6,08-06-2023,08-07-2023,Regular,Cash,362.89,Chennai,2207.6699,2489.5001,,,
ORD103717,South,Grocery,3509.15,0.35,7,5/22/2023,5/24/2023,New,Card,1002.02,Chennai,1228.2025,2280.9475,,,
ORD103718,West,Grocery,1690.34,0.43,9,1/28/2024,02-01-2024,Regular,Cash,354.64,Mumbai,726.8462,963.4938,,,
ORD103719,South,Clothing,1173.27,0.31,5,8/29/2023,8/30/2023,New,Card,147.12,Pune,363.7137,809.5563,,,
ORD103720,East,Personal Care,492.7,0.46,5,3/24/2023,3/27/2023,Regular,UPI,96.44,Delhi,226.642,266.058,,,
ORD103721,East,Grocery,3572.41,0.26,9,12/20/2023,12/26/2023,Member,UPI,259.29,Hyderabad,928.8266,2643.5834,,,
ORD103722,West,Home Care,2566.91,0.37,6,2/26/2024,2/27/2024,New,Cash,490.45,Hyderabad,949.7567,1617.1533,,,
ORD103723,West,Clothing,2904.21,0.46,7,05-08-2023,5/14/2023,Member,UPI,740.09,Pune,1335.9366,1568.2734,,,
ORD103724,East,Home Care,2414.72,0.21,4,1/28/2023,1/30/2023,New,UPI,204.27,Delhi,507.0912,1907.6288,,,
ORD103725,West,Clothing,2466.44,0.01,4,8/29/2023,8/30/2023,Member,Card,637.96,Delhi,24.6644,2441.7756,,,
ORD103726,South,Home Care,2899.24,0.06,1,12-10-2023,12/14/2023,Regular,UPI,545.71,Chennai,173.9544,2725.2856,,,
ORD103727,South,Home Care,4579.88,0.49,5,04-02-2023,04-08-2023,Regular,Card,449.25,Chennai,2244.1412,2335.7388,,,
ORD103728,East,Grocery,243.89,0.44,2,4/16/2023,4/18/2023,Regular,Card,25.08,Hyderabad,107.3116,136.5784,,,
ORD103729,North,Grocery,4028.02,0.24,5,05-02-2023,05-08-2023,Member,Cash,1090.72,Chennai,966.7248,3061.2952,,,
ORD103730,South,Clothing,2013.53,0.48,5,3/17/2023,3/18/2023,New,UPI,340.16,Mumbai,966.4944,1047.0356,,,
ORD103731,West,Personal Care,3750.13,0.09,4,12-05-2023,12-10-2023,Member,UPI,452.69,Hyderabad,337.5117,3412.6183,,,
ORD103732,North,Grocery,4747.78,0.06,9,9/19/2023,9/25/2023,New,UPI,537.06,Chennai,284.8668,4462.9132,,,
ORD103733,North,Grocery,1600.81,0.3,5,7/18/2024,7/23/2024,Regular,Cash,240.17,Delhi,480.243,1120.567,,,
ORD103734,South,Electronics,538.82,0.19,6,9/13/2023,9/15/2023,New,Cash,131.7,Hyderabad,102.3758,436.4442,,,
ORD103735,South,Grocery,1238.26,0.17,1,12/25/2023,12/29/2023,Regular,Card,70.19,Chennai,210.5042,1027.7558,,,
ORD103736,North,Personal Care,1188.25,0.37,5,10/14/2023,10/21/2023,Regular,Cash,91.4,Pune,439.6525,748.5975,,,
ORD103737,North,Electronics,3735.06,0.08,9,02-06-2023,2/13/2023,Member,Card,601.98,Bangalore,298.8048,3436.2552,,,
ORD103738,East,Home Care,403.11,0.39,6,11/26/2024,11/29/2024,Member,Cash,111.63,Pune,157.2129,245.8971,,,
ORD103739,West,Home Care,349.57,0.18,9,9/21/2024,9/25/2024,Regular,UPI,94.7,Mumbai,62.9226,286.6474,,,
ORD103740,East,Electronics,3498.68,0.49,4,4/21/2024,4/22/2024,Regular,Cash,858.26,Mumbai,1714.3532,1784.3268,,,
ORD103741,South,Electronics,2827.93,0.4,2,11-10-2024,11-12-2024,New,Cash,833.42,Chennai,1131.172,1696.758,,,
ORD103742,East,Electronics,2147.06,0.32,9,10/13/2024,10/18/2024,Regular,Cash,165.09,Mumbai,687.0592,1460.0008,,,
ORD103743,East,Clothing,2919.31,0.11,4,7/20/2024,7/23/2024,New,Card,790.72,Delhi,321.1241,2598.1859,,,
ORD103744,East,Personal Care,3702.71,0.48,2,11/27/2024,12-04-2024,Member,UPI,203.66,Delhi,1777.3008,1925.4092,,,
ORD103745,East,Personal Care,607.01,0.02,1,01-02-2024,01-04-2024,Regular,Cash,93.34,Hyderabad,12.1402,594.8698,,,
ORD103746,West,Home Care,2811.1,0.11,2,11/15/2024,11/17/2024,Member,Card,299.05,Pune,309.221,2501.879,,,
ORD103747,West,Home Care,4139.64,0.02,5,1/25/2023,1/27/2023,New,UPI,582.51,Hyderabad,82.7928,4056.8472,,,
ORD103748,North,Home Care,1875.9,0.48,3,11-12-2024,11/13/2024,New,Cash,550.56,Hyderabad,900.432,975.468,,,
ORD103749,South,Grocery,3838.79,0.44,6,5/26/2023,5/31/2023,Regular,Cash,507.71,Delhi,1689.0676,2149.7224,,,
ORD103750,East,Home Care,4242.56,0.48,4,10/31/2024,11-06-2024,Regular,Cash,879.85,Bangalore,2036.4288,2206.1312,,,
ORD103751,North,Electronics,4122.55,0.36,2,10-08-2024,10/13/2024,Regular,Cash,915.58,Mumbai,1484.118,2638.432,,,
ORD103752,North,Home Care,3286.75,0.01,7,8/13/2024,8/18/2024,New,Cash,615.9,Mumbai,32.8675,3253.8825,,,
ORD103753,North,Electronics,3614.99,0.47,6,10/13/2023,10/20/2023,Member,UPI,262.98,Hyderabad,1699.0453,1915.9447,,,
ORD103754,West,Clothing,3959.61,0.21,8,1/24/2024,1/27/2024,Regular,Card,1045.35,Bangalore,831.5181,3128.0919,,,
ORD103755,East,Grocery,3695.18,0.18,5,7/16/2023,7/22/2023,Member,Cash,912.07,Hyderabad,665.1324,3030.0476,,,
ORD103756,East,Grocery,2313.23,0.14,3,2/21/2024,2/27/2024,Regular,UPI,549.11,Pune,323.8522,1989.3778,,,
ORD103757,South,Personal Care,879.69,0.14,4,01-06-2023,01-12-2023,Member,UPI,244.22,Delhi,123.1566,756.5334,,,
ORD103758,East,Clothing,1617.68,0.4,5,10/31/2023,11-07-2023,New,Cash,221.37,Delhi,647.072,970.608,,,
ORD103759,East,Electronics,1115.51,0.13,5,1/23/2024,1/24/2024,Regular,Card,216.43,Mumbai,145.0163,970.4937,,,
ORD103760,North,Clothing,1871.08,0.11,6,10/14/2024,10/18/2024,New,Cash,459.95,Pune,205.8188,1665.2612,,,
ORD103761,South,Grocery,2497.72,0.35,9,09-09-2024,9/14/2024,New,UPI,402.41,Chennai,874.202,1623.518,,,
ORD103762,East,Electronics,4799.33,0.14,4,6/15/2024,6/19/2024,Member,UPI,1395.45,Chennai,671.9062,4127.4238,,,
ORD103763,West,Clothing,4801.37,0.01,7,11-02-2024,11-09-2024,Member,UPI,1258.78,Delhi,48.0137,4753.3563,,,
ORD103764,East,Grocery,3870.98,0.47,7,08-12-2023,8/14/2023,New,UPI,707.06,Mumbai,1819.3606,2051.6194,,,
ORD103765,North,Electronics,4902.69,0.16,6,9/17/2024,9/23/2024,Regular,Card,425.71,Delhi,784.4304,4118.2596,,,
ORD103766,West,Electronics,4990.28,0.38,1,4/29/2024,05-01-2024,Member,Card,877.89,Delhi,1896.3064,3093.9736,,,
ORD103767,North,Grocery,4437.76,0.23,9,09-11-2024,9/13/2024,New,Cash,451.48,Pune,1020.6848,3417.0752,,,
ORD103768,East,Electronics,489.57,0.07,6,09-07-2023,09-12-2023,New,Card,74.24,Bangalore,34.2699,455.3001,,,
ORD103769,West,Grocery,2187.62,0.33,3,4/17/2024,4/23/2024,New,Cash,254.6,Delhi,721.9146,1465.7054,,,
ORD103770,South,Home Care,2717.19,0.12,2,11/23/2024,11/30/2024,Regular,UPI,688.09,Pune,326.0628,2391.1272,,,
ORD103771,South,Home Care,708,0.14,3,03-06-2023,03-08-2023,Member,Cash,81.31,Mumbai,99.12,608.88,,,
ORD103772,West,Electronics,4062.29,0.02,1,10-04-2024,10-05-2024,Member,Cash,803.79,Chennai,81.2458,3981.0442,,,
ORD103773,West,Electronics,828.55,0.01,3,02-09-2024,2/15/2024,New,Cash,52.23,Delhi,8.2855,820.2645,,,
ORD103774,North,Grocery,1978.31,0.26,5,10/26/2023,10/28/2023,Regular,Card,471.8,Bangalore,514.3606,1463.9494,,,
ORD103775,West,Electronics,437.67,0.03,4,5/14/2024,5/19/2024,New,Card,71,Hyderabad,13.1301,424.5399,,,
ORD103776,North,Personal Care,2670.51,0.1,1,01-02-2024,01-09-2024,Member,Cash,411.23,Delhi,267.051,2403.459,,,
ORD103777,East,Home Care,3025.5,0.46,5,05-02-2024,05-03-2024,Regular,UPI,480.48,Delhi,1391.73,1633.77,,,
ORD103778,North,Electronics,3702.37,0.04,3,8/20/2024,8/25/2024,New,Cash,844.87,Pune,148.0948,3554.2752,,,
ORD103779,West,Electronics,1763.36,0.15,7,5/31/2023,06-02-2023,Member,UPI,278.24,Hyderabad,264.504,1498.856,,,
ORD103780,West,Clothing,2993.6,0.36,8,4/26/2024,4/27/2024,Member,UPI,701.59,Mumbai,1077.696,1915.904,,,
ORD103781,East,Electronics,3697.32,0.44,5,1/23/2023,1/25/2023,Member,UPI,446.4,Mumbai,1626.8208,2070.4992,,,
ORD103782,West,Personal Care,3833.97,0.02,8,03-04-2023,03-05-2023,Regular,UPI,1112.39,Bangalore,76.6794,3757.2906,,,
ORD103783,West,Home Care,1578.05,0.09,6,09-02-2024,09-06-2024,Regular,Card,280.29,Bangalore,142.0245,1436.0255,,,
ORD103784,South,Clothing,431.75,0.19,6,8/17/2024,8/18/2024,Member,Card,84.58,Bangalore,82.0325,349.7175,,,
ORD103785,South,Grocery,284.34,0.18,5,06-10-2024,6/14/2024,Member,UPI,63.62,Hyderabad,51.1812,233.1588,,,
ORD103786,East,Grocery,3863.5,0.14,6,4/27/2023,4/29/2023,Regular,UPI,757.88,Bangalore,540.89,3322.61,,,
ORD103787,North,Home Care,1988.65,0.12,1,04-07-2024,04-08-2024,New,UPI,379.88,Chennai,238.638,1750.012,,,
ORD103788,South,Grocery,756.32,0.13,8,09-01-2023,09-06-2023,New,Cash,38.27,Bangalore,98.3216,657.9984,,,
ORD103789,North,Personal Care,1004,0.07,5,3/26/2024,04-01-2024,New,Card,165.55,Pune,70.28,933.72,,,
ORD103790,West,Electronics,3854.14,0.08,8,5/19/2024,5/20/2024,Member,Cash,1027.89,Mumbai,308.3312,3545.8088,,,
ORD103791,South,Home Care,3034.62,0.3,3,12-03-2023,12-04-2023,Member,UPI,852.6,Mumbai,910.386,2124.234,,,
ORD103792,East,Clothing,2556.88,0.15,6,8/28/2024,09-03-2024,Regular,Card,312.1,Pune,383.532,2173.348,,,
ORD103793,East,Electronics,3152.74,0.2,1,7/26/2024,7/27/2024,Member,Card,715.9,Mumbai,630.548,2522.192,,,
ORD103794,East,Grocery,773.75,0.21,1,10/29/2024,11-01-2024,New,Cash,204.75,Mumbai,162.4875,611.2625,,,
ORD103795,South,Grocery,1663.31,0.05,4,10/17/2023,10/22/2023,Member,UPI,266.26,Chennai,83.1655,1580.1445,,,
ORD103796,North,Clothing,1932.91,0.41,6,10/17/2024,10/18/2024,New,Cash,385.55,Hyderabad,792.4931,1140.4169,,,
ORD103797,West,Personal Care,1641.04,0.48,3,03-02-2024,03-03-2024,Regular,Card,344.58,Chennai,787.6992,853.3408,,,
ORD103798,North,Clothing,4335.64,0.13,5,8/21/2023,8/23/2023,Regular,UPI,1245.42,Hyderabad,563.6332,3772.0068,,,
ORD103799,North,Home Care,2948.96,0.15,4,10-12-2024,10/18/2024,Regular,Card,502.82,Hyderabad,442.344,2506.616,,,
ORD103800,West,Clothing,3673.67,0.35,3,10/25/2024,11-01-2024,Regular,Cash,898.48,Bangalore,1285.7845,2387.8855,,,
ORD103801,West,Grocery,1259.86,0.04,9,4/15/2024,4/21/2024,Regular,Cash,121.87,Bangalore,50.3944,1209.4656,,,
ORD103802,South,Personal Care,1393.96,0.45,4,2/13/2024,2/20/2024,Member,Card,273.83,Delhi,627.282,766.678,,,
ORD103803,South,Personal Care,1204.15,0.06,7,8/17/2023,8/22/2023,New,Card,197.4,Chennai,72.249,1131.901,,,
ORD103804,South,Clothing,3471.1,0.37,5,08-11-2024,08-12-2024,New,UPI,372.9,Pune,1284.307,2186.793,,,
ORD103805,South,Home Care,1810.3,0.15,7,10/17/2023,10/18/2023,New,Cash,96.67,Pune,271.545,1538.755,,,
ORD103806,South,Grocery,2084.91,0.16,5,01-09-2024,01-10-2024,Member,UPI,412.36,Delhi,333.5856,1751.3244,,,
ORD103807,West,Electronics,3574.7,0.07,3,7/19/2023,7/26/2023,New,Card,901.87,Chennai,250.229,3324.471,,,
ORD103808,North,Personal Care,4861.81,0.32,6,5/13/2023,5/17/2023,New,UPI,1224.15,Chennai,1555.7792,3306.0308,,,
ORD103809,South,Clothing,893.19,0.4,9,08-09-2024,08-12-2024,Member,Cash,131.64,Pune,357.276,535.914,,,
ORD103810,South,Home Care,407.11,0.48,6,11/18/2023,11/23/2023,New,Card,38.76,Chennai,195.4128,211.6972,,,
ORD103811,North,Home Care,1054.75,0.17,4,11/24/2024,11/28/2024,Member,UPI,301.48,Bangalore,179.3075,875.4425,,,
ORD103812,South,Grocery,3701.31,0.31,1,08-10-2024,08-11-2024,New,UPI,538.28,Chennai,1147.4061,2553.9039,,,
ORD103813,North,Personal Care,1053.67,0.21,3,12-02-2023,12-08-2023,Regular,UPI,144.3,Chennai,221.2707,832.3993,,,
ORD103814,North,Grocery,2963.33,0.28,3,6/28/2023,07-03-2023,Regular,Card,603.66,Hyderabad,829.7324,2133.5976,,,
ORD103815,West,Electronics,2992.55,0.08,2,10/25/2024,10/29/2024,Member,UPI,478.87,Pune,239.404,2753.146,,,
ORD103816,East,Electronics,1542.67,0.29,2,03-09-2024,03-12-2024,Member,Card,209.75,Chennai,447.3743,1095.2957,,,
ORD103817,West,Electronics,436.76,0.42,8,3/13/2024,3/17/2024,Member,Cash,57.32,Mumbai,183.4392,253.3208,,,
ORD103818,East,Home Care,2056.08,0.43,8,4/24/2024,05-01-2024,Member,Cash,304.43,Chennai,884.1144,1171.9656,,,
ORD103819,East,Personal Care,1015.25,0.24,3,04-12-2024,4/14/2024,Regular,UPI,224.71,Pune,243.66,771.59,,,
ORD103820,East,Grocery,1003.92,0.12,4,05-11-2024,05-12-2024,Regular,Cash,53.09,Mumbai,120.4704,883.4496,,,
